,Gender,Age,Married,NumberofDependents,City,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalRevenue,CustomerStatus,ChurnCategory
5727,Male,40,No,0,Crestline,34.248061,-117.29028,0,9,Offer E,Yes,No,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.05,951.42,Stayed,
5728,Female,75,No,0,El Nido,37.127386,-120.506422,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,104.05,10811.61,Stayed,
5729,Male,39,Yes,0,Los Angeles,34.043144,-118.251977,7,58,Offer B,Yes,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.35,6011.12,Stayed,
5730,Male,25,No,0,Reseda,34.200175,-118.540958,0,72,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.75,3886.48,Stayed,
5731,Female,46,No,0,Kettleman City,35.996923,-120.000951,0,10,Offer D,Yes,No,Yes,DSL,29.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.25,419.3,Stayed,
5732,Female,57,No,0,Stirling City,39.904002,-121.527823,0,19,Offer D,Yes,No,Yes,Cable,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1857.58,Stayed,
5733,Male,63,Yes,2,San Jose,37.350284,-121.852855,1,59,No Offer,Yes,No,Yes,DSL,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5482.36,Stayed,
5734,Male,61,No,0,Anaheim,33.83796,-117.870494,0,54,Offer B,Yes,No,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.9,5374.78,Stayed,
5735,Female,74,No,0,San Diego,32.85723,-117.209774,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,522.54,Churned,Competitor
5736,Female,55,Yes,0,North Fork,37.244307,-119.470256,9,42,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.25,2520.66,Stayed,
5737,Male,49,Yes,2,Carmel,36.460611,-121.852507,10,48,No Offer,Yes,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.8,6047.01,Stayed,
5738,Female,26,No,1,Indio,33.713891,-116.237257,0,43,No Offer,Yes,No,Yes,Cable,30.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,63.95,2977.85,Stayed,
5739,Male,39,Yes,0,Glennville,35.735694,-118.738483,2,68,No Offer,Yes,Yes,Yes,Cable,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.85,8962.18,Stayed,
5740,Female,61,No,0,Anaheim,33.818,-117.974404,0,12,Offer D,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,1152.71,Stayed,
5741,Male,47,Yes,0,Warner Springs,33.323705,-116.626907,5,38,No Offer,No,No PhoneService,Yes,Cable,25.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2193.2,Stayed,
5742,Male,73,Yes,0,San Francisco,37.801776,-122.402293,8,14,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,1649.79,Stayed,
5743,Male,22,Yes,0,South Gate,33.944624,-118.192615,10,72,No Offer,Yes,Yes,Yes,Fiber Optic,85.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.3,8651.83,Stayed,
5744,Female,23,Yes,1,Lawndale,33.88856,-118.351813,1,11,No Offer,No,No PhoneService,Yes,Cable,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,50.55,565.35,Stayed,
5745,Male,58,No,0,Porter Ranch,34.281911,-118.556218,0,17,No Offer,Yes,No,Yes,Cable,15.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,1566.94,Stayed,
5746,Female,31,No,0,Escondido,33.141265,-116.967221,0,10,Offer D,No,No PhoneService,Yes,DSL,24.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,Stayed,
5747,Male,20,No,0,Santa Rosa,38.460517,-122.790335,0,4,Offer E,Yes,Yes,Yes,Fiber Optic,71.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,72.2,425.47,Churned,Dissatisfaction
5748,Male,65,Yes,0,San Jose,37.316146,-121.936285,1,39,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.65,5581.55,Churned,Attitude
5749,Male,74,No,0,Roseville,38.759751,-121.288545,0,23,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.4,2888.76,Churned,Dissatisfaction
5750,Male,33,Yes,1,Gardena,33.890853,-118.297967,1,9,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,1239.31,Stayed,
5751,Male,42,Yes,1,Vallejo,38.161321,-122.271588,1,4,No Offer,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.55,433.82,Stayed,
5752,Female,39,Yes,1,Scott Bar,41.737962,-123.07557,4,36,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,5258.15,Stayed,
5753,Female,29,No,0,Baker,35.28952,-116.092214,0,6,No Offer,No,No PhoneService,Yes,Cable,48.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,49.25,255.6,Stayed,
5754,Female,36,Yes,0,Greenview,41.528541,-122.955018,7,72,No Offer,Yes,Yes,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,6161.78,Stayed,
5755,Female,61,No,0,Berkeley,37.878554,-122.26609,0,7,No Offer,Yes,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.65,886.94,Churned,Attitude
5756,Female,58,Yes,3,San Bruno,37.624436,-122.430661,10,56,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.05,3071.38,Stayed,
5757,Female,28,No,0,Salinas,36.77462,-121.664714,0,6,No Offer,Yes,No,Yes,Fiber Optic,51.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.95,758.44,Stayed,
5758,Female,77,No,0,Ventura,34.279221,-119.221437,0,49,Offer B,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,103.0,6953.23,Stayed,
5759,Male,35,No,0,Laguna Hills,33.606899,-117.717854,0,15,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.75,363.95,Stayed,
5760,Female,24,Yes,3,Bakersfield,35.140938,-119.051348,9,23,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,19.65,494.79,Stayed,
5761,Female,46,No,0,Gridley,39.346898,-121.759537,0,54,No Offer,Yes,No,Yes,DSL,28.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,6420.67,Stayed,
5762,Female,25,Yes,0,El Sobrante,37.963995,-122.288296,4,71,Offer A,Yes,No,Yes,DSL,58.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.85,6366.73,Stayed,
5763,Male,34,No,0,Jacumba,32.649787,-116.2237,0,34,No Offer,Yes,No,Yes,Cable,27.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1970.46,Stayed,
5764,Female,47,Yes,3,Pinecrest,38.224869,-119.755729,1,42,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,22.95,1600.15,Stayed,
5765,Male,54,Yes,3,Castaic,34.506627,-118.699048,1,8,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.6,232.44,Stayed,
5766,Male,43,No,0,Redondo Beach,33.873395,-118.37019,0,39,Offer C,Yes,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.15,3069.76,Stayed,
5767,Female,49,No,0,Dorris,41.949216,-122.050062,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,110.0,Churned,Competitor
5768,Male,27,No,0,Rohnert Park,38.34719,-122.697822,0,2,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.85,106.54,Stayed,
5769,Female,66,No,0,Mineral,40.408796,-121.579609,0,50,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,106.8,5877.95,Stayed,
5770,Female,26,Yes,0,Bishop,37.04584,-118.397236,7,72,Offer A,Yes,Yes,Yes,Fiber Optic,58.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,97.7,8928.18,Stayed,
5771,Female,55,Yes,0,San Diego,32.747484,-117.166877,1,24,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.4,2173.37,Churned,Attitude
5772,Male,20,No,0,Los Angeles,33.92128,-118.274186,0,11,No Offer,No,No PhoneService,Yes,DSL,73.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,35.65,425.1,Stayed,
5773,Female,30,No,0,San Bernardino,34.250069,-117.393949,0,7,No Offer,Yes,No,Yes,DSL,85.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.85,795.22,Stayed,
5774,Male,55,No,0,Santa Maria,34.943523,-120.256729,0,7,No Offer,Yes,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.1,752.89,Stayed,
5775,Female,45,Yes,2,Magalia,39.933852,-121.584371,1,59,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.6,1431.73,Stayed,
5776,Male,35,Yes,3,Los Angeles,34.02381,-118.156582,4,66,No Offer,No,No PhoneService,Yes,Cable,25.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.75,3708.4,Stayed,
5777,Female,62,Yes,1,Pittsburg,38.006047,-121.916834,7,72,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,23.75,3201.33,Stayed,
5778,Male,73,Yes,0,Oakland,37.758019,-122.138678,10,33,No Offer,Yes,No,Yes,Fiber Optic,18.0,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,93.55,4525.32,Stayed,
5779,Female,74,Yes,0,Roseville,38.736685,-121.251984,1,66,No Offer,Yes,Yes,Yes,Cable,3.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,80.55,6697.3,Churned,Attitude
5780,Male,19,No,0,La Crescenta,34.239636,-118.245259,0,3,No Offer,No,No PhoneService,Yes,DSL,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,82.15,Stayed,
5781,Female,48,No,2,Los Angeles,34.11572,-118.192754,0,11,No Offer,Yes,Yes,Yes,Cable,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.85,1408.67,Churned,Competitor
5782,Male,79,Yes,0,Lancaster,34.712708,-117.889656,10,69,Offer A,No,No PhoneService,Yes,DSL,12.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,56.55,3992.65,Stayed,
5783,Female,51,Yes,1,Mcarthur,41.10831,-121.360362,8,24,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.7,1182.39,Stayed,
5784,Female,52,No,0,Tustin,33.738543,-117.785046,0,31,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.9,1500.31,Stayed,
5785,Female,30,Yes,0,Stanton,33.801869,-117.995068,7,70,Offer A,Yes,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.8,8711.95,Stayed,
5786,Male,48,No,0,San Francisco,37.789168,-122.395009,0,46,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.7,4880.68,Churned,Price
5787,Female,27,No,0,Litchfield,40.507272,-120.338228,0,1,Offer E,Yes,No,Yes,Cable,82.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,67.59,Stayed,
5788,Female,44,Yes,0,La Mesa,32.759327,-116.99726,8,68,No Offer,No,No PhoneService,Yes,DSL,15.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.3,4109.0,Stayed,
5789,Female,56,No,0,Santa Ana,33.766004,-117.786763,0,28,Offer C,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,3473.39,Churned,Attitude
5790,Male,50,No,0,Pico Rivera,33.989524,-118.089299,0,12,No Offer,Yes,No,Yes,DSL,26.0,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.25,1272.71,Churned,Price
5792,Male,47,Yes,0,Fresno,36.739385,-119.753649,0,62,No Offer,Yes,No,Yes,DSL,25.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,71.4,5358.4,Stayed,
5793,Male,33,Yes,0,Hermosa Beach,33.86532,-118.396336,4,6,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,565.38,Churned,Dissatisfaction
5794,Female,52,Yes,0,Rancho Cordova,38.591134,-121.161585,8,4,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.5,257.97,Stayed,
5795,Female,50,No,0,Los Angeles,34.059281,-118.30742,0,53,No Offer,Yes,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.8,5114.23,Stayed,
5796,Female,80,No,0,Newark,37.504133,-122.032347,0,32,Offer C,Yes,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,90.95,3882.64,Stayed,
5797,Male,50,No,0,Bieber,41.083464,-121.107929,0,41,No Offer,No,No PhoneService,Yes,Cable,8.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,2155.1,Stayed,
5798,Female,57,No,0,Los Angeles,34.028735,-118.317236,0,52,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.65,2195.55,Stayed,
5799,Female,38,Yes,3,Irvine,33.688546,-117.788091,1,24,Offer C,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.9,640.78,Stayed,
5800,Female,62,Yes,0,Lake Isabella,35.607875,-118.466318,2,72,Offer A,Yes,Yes,Yes,Cable,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.25,6812.79,Stayed,
5801,Female,43,Yes,3,El Cerrito,37.924838,-122.289145,8,14,Offer D,Yes,Yes,Yes,DSL,21.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.45,1273.83,Stayed,
5802,Male,53,No,0,Tujunga,34.296574,-118.244839,0,67,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.35,9322.37,Churned,Competitor
5803,Female,55,Yes,0,San Geronimo,38.00474,-122.663717,7,21,No Offer,Yes,No,Yes,DSL,19.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,80.9,2011.62,Stayed,
5804,Male,47,Yes,0,Azusa,34.174493,-117.87068,6,71,No Offer,Yes,Yes,Yes,DSL,12.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,8617.49,Stayed,
5805,Male,55,Yes,3,Ontario,34.074087,-117.605618,1,25,No Offer,Yes,Yes,Yes,Cable,76.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,60.35,2061.4,Stayed,
5806,Male,44,No,0,Chula Vista,32.688506,-116.938632,0,1,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.25,60.71,Stayed,
5807,Female,38,No,0,June Lake,37.730269,-119.055813,0,23,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,20.3,844.58,Stayed,
5808,Male,78,Yes,0,San Ysidro,32.555828,-117.040073,1,72,Offer A,No,No PhoneService,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,64.8,4732.35,Stayed,
5809,Male,39,Yes,3,Sacramento,38.646209,-121.52446,8,12,Offer D,Yes,No,Yes,Cable,57.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.2,766.11,Stayed,
5810,Male,51,No,0,Riverside,33.930931,-117.361788,0,22,Offer D,No,No PhoneService,Yes,DSL,16.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.75,903.6,Churned,Dissatisfaction
5811,Male,22,Yes,0,Greenview,41.528541,-122.955018,2,70,No Offer,Yes,Yes,Yes,Cable,41.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,77.3,5807.33,Stayed,
5812,Male,47,Yes,3,Yorba Linda,33.897253,-117.792202,1,72,No Offer,Yes,Yes,Yes,Fiber Optic,58.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,114.55,9900.53,Stayed,
5813,Female,44,Yes,0,Clayton,37.881842,-121.848111,1,70,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,26.0,2997.45,Stayed,
5814,Male,45,No,0,Villa Park,33.817473,-117.810462,0,16,No Offer,No,No PhoneService,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,54.85,916.15,Stayed,
5815,Female,20,Yes,0,Alviso,37.449537,-121.994813,1,22,No Offer,Yes,No,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,80.0,2748.65,Stayed,
5816,Male,33,Yes,1,Newbury Park,34.172071,-118.946262,1,5,No Offer,Yes,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.35,492.22,Stayed,
5817,Female,45,Yes,1,Lemon Grove,32.733564,-117.033713,5,69,Offer A,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,108.75,10798.1,Stayed,
5818,Female,63,Yes,1,Oxnard,34.18454,-119.224666,3,42,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.0,965.43,Stayed,
5819,Female,42,Yes,3,San Francisco,37.781304,-122.461522,1,42,No Offer,Yes,No,Yes,Fiber Optic,26.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.4,4832.85,Stayed,
5820,Male,27,No,0,Burbank,34.174215,-118.345928,0,5,Offer E,Yes,No,Yes,Cable,41.0,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,55.75,421.55,Stayed,
5821,Female,21,Yes,0,Georgetown,38.9386,-120.785514,6,72,No Offer,Yes,Yes,Yes,DSL,41.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.4,7164.15,Stayed,
5822,Male,52,No,3,Rancho Santa Fe,33.012751,-117.200617,0,39,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.0,2952.4,Stayed,
5823,Female,30,No,0,Perris,33.828289,-117.201666,0,21,No Offer,Yes,No,Yes,DSL,51.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.25,1413.96,Stayed,
5824,Male,27,Yes,0,Alleghany,39.467828,-120.841386,4,35,No Offer,Yes,No,Yes,DSL,30.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,61.0,3005.95,Stayed,
5825,Male,60,Yes,0,Gustine,37.147198,-121.120161,0,35,Offer C,Yes,Yes,Yes,Cable,20.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,69.15,2667.25,Stayed,
5826,Male,78,No,0,Burlingame,37.57028,-122.365778,0,12,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.3,1348.85,Stayed,
5827,Female,35,No,0,Caliente,35.358953,-118.527064,0,27,No Offer,Yes,No,Yes,DSL,9.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,2333.62,Stayed,
5828,Male,22,Yes,2,Sacramento,38.590035,-121.412455,3,72,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,25.0,3109.78,Stayed,
5829,Female,55,Yes,0,Sacramento,38.549185,-121.328386,7,58,No Offer,No,No PhoneService,Yes,DSL,29.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.35,2536.02,Stayed,
5830,Male,75,No,0,Stinson Beach,37.921137,-122.657562,0,10,Offer D,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,868.65,Churned,Competitor
5831,Male,30,Yes,0,Gardena,33.90139,-118.315697,5,64,Offer B,Yes,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,6575.85,Stayed,
5832,Female,60,Yes,1,Chula Vista,32.607964,-117.059459,8,71,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.5,2291.18,Stayed,
5833,Female,44,No,0,Upland,34.105493,-117.660934,0,10,Offer D,Yes,No,Yes,DSL,17.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.2,953.85,Stayed,
5834,Female,36,No,0,Pasadena,34.13946,-118.166649,0,4,Offer E,Yes,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.3,356.55,Churned,Other
5835,Male,44,No,0,Mojave,35.097323,-118.171288,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,79.05,8487.64,Stayed,
5836,Female,58,Yes,2,Ocotillo,32.698964,-115.886656,9,66,Offer A,Yes,No,Yes,DSL,16.0,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4550.54,Stayed,
5837,Male,24,No,0,Glendora,34.119363,-117.855059,0,69,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.95,1894.77,Stayed,
5838,Male,39,No,0,Albion,39.225694,-123.717354,0,43,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,26.45,2352.75,Stayed,
